Episode,Steps,Reward,Avg_Reward,Epsilon,Waypoints,Completion
0,200,-11219.666063192504,-56.09833031596252,0.5,1,0.058823529411764705
1,200,-8560.150852216626,-42.80075426108313,0.45,2,0.11764705882352941
2,200,-13874.674976549852,-69.37337488274926,0.405,2,0.11764705882352941
3,200,-12152.902423531694,-60.76451211765847,0.36450000000000005,2,0.11764705882352941
4,200,-13852.730443482018,-69.26365221741008,0.32805000000000006,3,0.17647058823529413
5,200,-9306.53464031814,-46.5326732015907,0.2952450000000001,3,0.17647058823529413
6,200,-15543.76160803667,-77.71880804018335,0.2657205000000001,4,0.23529411764705882
7,200,-14844.305004921305,-74.22152502460652,0.23914845000000007,4,0.23529411764705882
8,200,-14730.71800842853,-73.65359004214265,0.21523360500000008,5,0.29411764705882354
9,200,-11470.132191851351,-57.35066095925676,0.19371024450000007,6,0.35294117647058826
10,200,-17069.493208894168,-85.34746604447083,0.17433922005000008,5,0.29411764705882354
11,200,-12823.26091231424,-64.1163045615712,0.15690529804500009,8,0.47058823529411764
12,200,-12485.248154464276,-62.42624077232138,0.14121476824050008,7,0.4117647058823529
13,200,-13143.259001971936,-65.71629500985968,0.12709329141645007,7,0.4117647058823529
14,200,-6386.460979485986,-31.93230489742993,0.11438396227480506,11,0.6470588235294118
15,200,-8486.085500132911,-42.43042750066456,0.10294556604732455,9,0.5294117647058824
16,200,-10084.34507973952,-50.421725398697596,0.0926510094425921,8,0.47058823529411764
17,200,-9433.499772742232,-47.16749886371116,0.08338590849833288,7,0.4117647058823529
18,200,-4648.155148347686,-23.24077574173843,0.0750473176484996,13,0.7647058823529411
19,200,-10011.083031534814,-50.05541515767407,0.06754258588364964,9,0.5294117647058824
20,200,-6757.786139348682,-33.78893069674341,0.06078832729528468,10,0.5882352941176471
21,200,-7690.987158908486,-38.45493579454243,0.05470949456575622,14,0.8235294117647058
22,200,-6052.7991609784585,-30.263995804892293,0.0492385451091806,14,0.8235294117647058
23,200,-7715.812991976199,-38.579064959880995,0.04431469059826254,16,0.9411764705882353
24,142,-2106.365259362356,-14.833558164523634,0.039883221538436285,17,1.0
25,124,-4398.582079934351,-35.47243612850283,0.03589489938459266,17,1.0
26,48,546.2619175099364,11.380456614790342,0.032305409446133394,17,1.0
27,76,-794.7212824237834,-10.456858979260307,0.029074868501520055,17,1.0
28,38,613.6633624224366,16.149035853222017,0.02616738165136805,17,1.0
29,62,-315.1365867715765,-5.082848173735105,0.023550643486231246,17,1.0
30,38,627.5293918511812,16.51393136450477,0.021195579137608122,17,1.0
31,36,647.6752626700568,17.99097951861269,0.01907602122384731,17,1.0
32,36,647.6752626700568,17.99097951861269,0.01716841910146258,17,1.0
33,36,647.6752626700568,17.99097951861269,0.015451577191316321,17,1.0
34,62,-179.32554485226098,-2.8923474976171124,0.01390641947218469,17,1.0
35,85,-1946.3776625486257,-22.898560735866184,0.012515777524966222,17,1.0
36,46,453.3581058899126,9.855610997606796,0.0112641997724696,17,1.0
37,36,647.6752626700568,17.99097951861269,0.010137779795222639,17,1.0
38,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
39,38,632.1310630454225,16.635027974879538,0.009124001815700375,17,1.0
40,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
41,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
42,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
43,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
44,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
45,36,647.9431210568746,17.99842002935763,0.009124001815700375,17,1.0
46,38,624.9568980619056,16.44623415952383,0.009124001815700375,17,1.0
47,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
48,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
49,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
50,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
51,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
52,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
53,36,644.2581545282133,17.896059848005923,0.009124001815700375,17,1.0
54,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
55,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
56,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
57,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
58,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
59,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
60,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
61,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
62,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
63,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
64,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
65,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
66,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
67,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
68,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
69,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
70,54,142.01642532406075,2.6299338022974212,0.009124001815700375,17,1.0
71,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
72,38,629.1045966982866,16.555384123639122,0.009124001815700375,17,1.0
73,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
74,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
75,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
76,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
77,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
78,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
79,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
80,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
81,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
82,36,645.3562362957118,17.92656211932533,0.009124001815700375,17,1.0
83,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
84,38,628.4642770935815,16.538533607725828,0.009124001815700375,17,1.0
85,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
86,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
87,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
88,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
89,40,579.121186610112,14.4780296652528,0.009124001815700375,17,1.0
90,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
91,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
92,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
93,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
94,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
95,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
96,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
97,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
98,36,647.6752626700568,17.99097951861269,0.009124001815700375,17,1.0
