Episode,Steps,Reward,Avg_Reward,Epsilon,Waypoints,Completion
0,200,-9215.076585552071,-46.07538292776036,0.5,2,0.11764705882352941
1,200,-11204.895168862487,-56.024475844312434,0.45,2,0.11764705882352941
2,200,-15246.009358767444,-76.23004679383722,0.405,3,0.17647058823529413
3,200,-10329.90350411329,-51.64951752056645,0.36450000000000005,2,0.11764705882352941
4,200,-13708.236928987617,-68.54118464493808,0.32805000000000006,4,0.23529411764705882
5,200,-11977.21275863596,-59.8860637931798,0.2952450000000001,3,0.17647058823529413
6,200,-16174.066383397478,-80.87033191698738,0.2657205000000001,5,0.29411764705882354
7,200,-12907.0562608588,-64.535281304294,0.23914845000000007,4,0.23529411764705882
8,200,-12761.091433404954,-63.80545716702477,0.21523360500000008,6,0.35294117647058826
9,200,-9506.405680565766,-47.53202840282883,0.19371024450000007,8,0.47058823529411764
10,200,-11645.214876278063,-58.22607438139032,0.17433922005000008,8,0.47058823529411764
11,200,-7473.649893146382,-37.36824946573191,0.15690529804500009,10,0.5882352941176471
12,200,-6324.2250746889895,-31.621125373444947,0.14121476824050008,13,0.7647058823529411
13,200,-12741.84773286932,-63.7092386643466,0.12709329141645007,5,0.29411764705882354
14,200,-13228.62657108681,-66.14313285543405,0.11438396227480506,7,0.4117647058823529
15,200,-7874.534367938335,-39.37267183969168,0.10294556604732455,14,0.8235294117647058
16,200,-6935.89874751102,-34.6794937375551,0.0926510094425921,9,0.5294117647058824
17,200,-4603.7958506855,-23.018979253427503,0.08338590849833288,14,0.8235294117647058
18,200,-8993.057019282729,-44.965285096413645,0.0750473176484996,15,0.8823529411764706
19,200,-6515.506117029113,-32.57753058514557,0.06754258588364964,14,0.8235294117647058
20,200,-11258.542960770006,-56.29271480385003,0.06078832729528468,16,0.9411764705882353
21,85,-87.26797232997185,-1.0266820274114337,0.05470949456575622,17,1.0
22,200,-9188.02084051134,-45.940104202556704,0.0492385451091806,8,0.47058823529411764
23,118,-2599.272484777761,-22.02773292184543,0.04431469059826254,17,1.0
24,72,-34.77184453387352,-0.4829422851926878,0.039883221538436285,17,1.0
25,123,-3094.2327194959544,-25.156363573137842,0.03589489938459266,17,1.0
26,200,-15504.7682742473,-77.5238413712365,0.032305409446133394,2,0.11764705882352941
27,44,543.8718471975419,12.360723799944134,0.029074868501520055,17,1.0
28,36,641.6852529865805,17.82459036073835,0.02616738165136805,17,1.0
29,36,644.6913335014395,17.90809259726221,0.023550643486231246,17,1.0
30,38,633.4677197767406,16.67020315201949,0.021195579137608122,17,1.0
31,36,644.6913335014395,17.90809259726221,0.01907602122384731,17,1.0
32,38,611.8236053573024,16.10062119361322,0.01716841910146258,17,1.0
33,36,644.6913335014395,17.90809259726221,0.015451577191316321,17,1.0
34,36,644.6913335014395,17.90809259726221,0.01390641947218469,17,1.0
35,36,644.6913335014395,17.90809259726221,0.012515777524966222,17,1.0
36,36,644.6913335014395,17.90809259726221,0.0112641997724696,17,1.0
37,36,644.6913335014395,17.90809259726221,0.010137779795222639,17,1.0
38,38,628.8133930693588,16.547720870246284,0.009124001815700375,17,1.0
39,36,644.6913335014395,17.90809259726221,0.009124001815700375,17,1.0
40,40,583.7467406814706,14.593668517036765,0.009124001815700375,17,1.0
41,38,620.2375087138323,16.322039702995585,0.009124001815700375,17,1.0
42,36,644.6913335014395,17.90809259726221,0.009124001815700375,17,1.0
